start,end,duration_seconds,duration_minutes,app,device_id
2026-04-27T20:44:19.981826+02:00,2026-04-27T20:44:23.761220+02:00,3,0.05,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:44:23.761220+02:00,2026-04-27T20:44:42.182372+02:00,18,0.3,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:44:42.182372+02:00,2026-04-27T20:44:57.369038+02:00,15,0.25,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:44:57.369038+02:00,2026-04-27T20:45:00.106132+02:00,2,0.03,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:00.106132+02:00,2026-04-27T20:45:02.688620+02:00,2,0.03,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:02.688620+02:00,2026-04-27T20:45:05.227528+02:00,2,0.03,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:05.227528+02:00,2026-04-27T20:45:17.504524+02:00,12,0.2,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:17.504524+02:00,2026-04-27T20:45:25.015842+02:00,7,0.12,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:25.015842+02:00,2026-04-27T20:45:46.794411+02:00,21,0.35,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:45:46.794411+02:00,2026-04-27T20:47:09.778408+02:00,82,1.37,com.facebook.Facebook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T20:49:28.288449+02:00,2026-04-27T20:49:32.128136+02:00,3,0.05,com.facebook.Messenger,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:19:04.834473+02:00,2026-04-27T23:19:10.526605+02:00,5,0.08,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:23:47.681941+02:00,2026-04-27T23:24:21.393962+02:00,33,0.55,com.google.Gmail,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:26:45.424236+02:00,2026-04-27T23:26:46.854914+02:00,1,0.02,com.apple.DocumentsApp,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:26:46.878673+02:00,2026-04-27T23:26:56.008472+02:00,9,0.15,com.apple.AppStore,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:26:56.008472+02:00,2026-04-27T23:26:59.384139+02:00,3,0.05,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:26:59.384139+02:00,2026-04-27T23:30:28.850933+02:00,209,3.48,com.apple.AppStore,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:31:36.249350+02:00,2026-04-27T23:31:50.762764+02:00,14,0.23,com.apple.AppStore,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-27T23:32:00.097147+02:00,2026-04-27T23:34:04.016255+02:00,123,2.05,com.apple.AppStore,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:27:19.415539+02:00,2026-04-28T09:27:22.719531+02:00,3,0.05,com.apple.AppStore,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:27:22.743633+02:00,2026-04-28T09:27:43.129005+02:00,20,0.33,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:27:43.129005+02:00,2026-04-28T09:29:10.438907+02:00,87,1.45,com.einnovation.temu,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:29:10.438907+02:00,2026-04-28T09:29:14.171290+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:29:15.971334+02:00,2026-04-28T09:29:48.919082+02:00,32,0.53,com.lidl.eci.lidl.plus,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:29:49.145750+02:00,2026-04-28T09:29:54.557088+02:00,5,0.08,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:29:54.594594+02:00,2026-04-28T09:30:06.631137+02:00,12,0.2,com.nike.omega,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:35:04.791822+02:00,2026-04-28T09:35:16.127289+02:00,11,0.18,com.gymshark.store,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:35:16.154015+02:00,2026-04-28T09:35:35.055338+02:00,18,0.3,com.strava.stravaride,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:35:35.271816+02:00,2026-04-28T09:35:40.072859+02:00,4,0.07,com.strava.stravaride,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:35:40.092906+02:00,2026-04-28T09:36:34.165480+02:00,54,0.9,com.runbuddy.prod,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:46:11.326153+02:00,2026-04-28T09:46:21.657957+02:00,10,0.17,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:54:25.135700+02:00,2026-04-28T09:55:05.773676+02:00,40,0.67,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:08.532309+02:00,2026-04-28T09:55:10.005753+02:00,1,0.02,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:10.005753+02:00,2026-04-28T09:55:17.674967+02:00,7,0.12,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:17.674967+02:00,2026-04-28T09:55:21.683484+02:00,4,0.07,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:23.498331+02:00,2026-04-28T09:55:26.962584+02:00,3,0.05,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:33.060698+02:00,2026-04-28T09:55:56.682865+02:00,23,0.38,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:55:56.697052+02:00,2026-04-28T09:56:02.862846+02:00,6,0.1,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:02.885537+02:00,2026-04-28T09:56:24.772671+02:00,21,0.35,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:25.108808+02:00,2026-04-28T09:56:26.857246+02:00,1,0.02,com.google.ios.youtube,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:26.880416+02:00,2026-04-28T09:56:32.139885+02:00,5,0.08,com.spotify.client,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:35.572392+02:00,2026-04-28T09:56:44.068421+02:00,8,0.13,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:46.577714+02:00,2026-04-28T09:56:47.475527+02:00,0,0.0,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:47.475527+02:00,2026-04-28T09:56:48.145217+02:00,0,0.0,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:48.162765+02:00,2026-04-28T09:56:52.962646+02:00,4,0.07,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:54.847187+02:00,2026-04-28T09:56:57.135672+02:00,2,0.03,com.mcdonalds.mobileapp,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:57.150598+02:00,2026-04-28T09:56:58.345449+02:00,1,0.02,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:56:58.345449+02:00,2026-04-28T09:56:59.580396+02:00,1,0.02,com.microsoft.azureauthenticator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:57:07.889086+02:00,2026-04-28T09:57:13.537991+02:00,5,0.08,com.runbuddy.prod,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T09:57:13.561059+02:00,2026-04-28T09:58:54.936378+02:00,101,1.68,com.github.stormbreaker.prod,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T10:06:35.663051+02:00,2026-04-28T10:06:37.872100+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T10:06:37.872100+02:00,2026-04-28T10:06:46.063949+02:00,8,0.13,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T10:06:46.063949+02:00,2026-04-28T10:06:48.591875+02:00,2,0.03,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T10:06:49.506049+02:00,2026-04-28T10:06:52.341239+02:00,2,0.03,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T10:06:52.360025+02:00,2026-04-28T10:07:06.081314+02:00,13,0.22,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T11:23:36.183190+02:00,2026-04-28T11:23:43.087383+02:00,6,0.1,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T11:23:58.461548+02:00,2026-04-28T11:23:59.477176+02:00,1,0.02,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T11:57:34.357997+02:00,2026-04-28T11:57:37.213408+02:00,2,0.03,com.github.stormbreaker.prod,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T11:57:46.529333+02:00,2026-04-28T11:57:52.390958+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T11:57:52.390958+02:00,2026-04-28T12:00:04.367253+02:00,131,2.18,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:00:04.367253+02:00,2026-04-28T12:00:07.762431+02:00,3,0.05,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:05:23.494552+02:00,2026-04-28T12:08:05.897294+02:00,162,2.7,com.github.stormbreaker.prod,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:24:32.539350+02:00,2026-04-28T12:25:06.405415+02:00,33,0.55,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:35:33.563163+02:00,2026-04-28T12:35:47.988670+02:00,14,0.23,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:35:48.975143+02:00,2026-04-28T12:35:53.171447+02:00,4,0.07,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:35:55.420424+02:00,2026-04-28T12:36:01.111474+02:00,5,0.08,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:36:01.111474+02:00,2026-04-28T12:36:07.961898+02:00,6,0.1,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:36:08.633088+02:00,2026-04-28T12:36:29.379993+02:00,20,0.33,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:36:31.089046+02:00,2026-04-28T12:36:43.681170+02:00,12,0.2,com.apple.findmy,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:36:44.838302+02:00,2026-04-28T12:40:18.517156+02:00,213,3.55,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:40:18.517156+02:00,2026-04-28T12:40:21.084525+02:00,2,0.03,com.apple.findmy,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:46:48.857288+02:00,2026-04-28T12:47:00.006821+02:00,11,0.18,com.apple.findmy,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:47:01.041607+02:00,2026-04-28T12:48:00.781110+02:00,59,0.98,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:48:00.781110+02:00,2026-04-28T12:48:11.997211+02:00,11,0.18,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:48:11.997211+02:00,2026-04-28T12:48:13.110562+02:00,1,0.02,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:48:13.110562+02:00,2026-04-28T12:48:17.401241+02:00,4,0.07,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:48:17.401241+02:00,2026-04-28T12:49:30.599309+02:00,73,1.22,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T12:49:30.599309+02:00,2026-04-28T12:52:15.298973+02:00,164,2.73,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T13:23:39.707814+02:00,2026-04-28T13:24:04.007562+02:00,24,0.4,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T16:50:45.089308+02:00,2026-04-28T16:50:55.373827+02:00,10,0.17,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T16:50:57.052448+02:00,2026-04-28T16:51:13.197415+02:00,16,0.27,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T16:51:13.217781+02:00,2026-04-28T16:52:11.901009+02:00,58,0.97,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T16:52:11.926077+02:00,2026-04-28T16:52:20.884524+02:00,8,0.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:09:20.450591+02:00,2026-04-28T18:09:22.914656+02:00,2,0.03,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:28:36.156075+02:00,2026-04-28T18:30:22.903309+02:00,106,1.77,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:30:32.104351+02:00,2026-04-28T18:30:35.727556+02:00,3,0.05,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:35:27.024519+02:00,2026-04-28T18:36:55.894032+02:00,88,1.47,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:40:10.499730+02:00,2026-04-28T18:40:51.075779+02:00,40,0.67,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T18:59:30.627907+02:00,2026-04-28T19:01:39.105022+02:00,128,2.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T19:14:29.275508+02:00,2026-04-28T19:14:29.952622+02:00,0,0.0,com.apple.camera,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T19:15:20.681420+02:00,2026-04-28T19:21:53.293264+02:00,392,6.53,com.apple.calculator,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T20:13:20.848649+02:00,2026-04-28T20:13:30.892959+02:00,10,0.17,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T20:13:31.969435+02:00,2026-04-28T20:13:35.618386+02:00,3,0.05,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T20:56:52.011493+02:00,2026-04-28T20:56:54.902255+02:00,2,0.03,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T20:56:55.541556+02:00,2026-04-28T20:57:06.765380+02:00,11,0.18,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T20:57:06.765380+02:00,2026-04-28T20:57:24.508065+02:00,17,0.28,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T21:55:23.306332+02:00,2026-04-28T21:56:18.155285+02:00,54,0.9,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T22:14:15.569668+02:00,2026-04-28T22:14:47.373564+02:00,31,0.52,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T22:15:25.135114+02:00,2026-04-28T22:18:44.449462+02:00,199,3.32,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-28T23:53:08.627788+02:00,2026-04-28T23:53:34.618565+02:00,25,0.42,com.apple.ContinuityCaptureShieldUI,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T00:14:17.226784+02:00,2026-04-29T00:14:21.169531+02:00,3,0.05,com.apple.HeadphoneProxService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T02:32:47.734263+02:00,2026-04-29T02:32:56.141058+02:00,8,0.13,com.revolut.revolut,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T02:33:10.830244+02:00,2026-04-29T02:33:24.146937+02:00,13,0.22,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T02:33:25.545720+02:00,2026-04-29T02:34:02.291462+02:00,36,0.6,com.toyopagroup.picaboo,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T02:34:04.886873+02:00,2026-04-29T02:34:12.387737+02:00,7,0.12,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:25:43.573435+02:00,2026-04-29T06:25:45.751260+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:25:45.751260+02:00,2026-04-29T06:25:48.783885+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:25:53.868703+02:00,2026-04-29T06:26:46.111248+02:00,52,0.87,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:26:46.111248+02:00,2026-04-29T06:26:47.314357+02:00,1,0.02,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:26:47.314357+02:00,2026-04-29T06:26:53.545864+02:00,6,0.1,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:26:53.545864+02:00,2026-04-29T06:26:56.400937+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T06:27:05.418045+02:00,2026-04-29T06:27:14.342372+02:00,8,0.13,com.hammerandchisel.discord,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:18:09.951791+02:00,2026-04-29T07:19:33.782448+02:00,83,1.38,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:40:05.003379+02:00,2026-04-29T07:40:07.756487+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:48:15.149057+02:00,2026-04-29T07:48:20.299689+02:00,5,0.08,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:48:20.299689+02:00,2026-04-29T07:49:47.741008+02:00,87,1.45,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:49:47.741008+02:00,2026-04-29T07:49:49.513613+02:00,1,0.02,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:58:09.405379+02:00,2026-04-29T07:58:09.514398+02:00,0,0.0,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:58:09.514398+02:00,2026-04-29T07:58:10.199107+02:00,0,0.0,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:58:10.214073+02:00,2026-04-29T07:58:10.803650+02:00,0,0.0,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:58:10.803650+02:00,2026-04-29T07:58:12.352481+02:00,1,0.02,com.apple.Preferences,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T07:58:12.352481+02:00,2026-04-29T07:58:26.221345+02:00,13,0.22,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:02:23.384875+02:00,2026-04-29T08:03:15.628819+02:00,52,0.87,com.apple.InCallService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:08:12.020966+02:00,2026-04-29T08:08:16.676171+02:00,4,0.07,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:14:21.310687+02:00,2026-04-29T08:14:23.518228+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:14:23.546110+02:00,2026-04-29T08:14:32.032486+02:00,8,0.13,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:14:43.202185+02:00,2026-04-29T08:14:45.678246+02:00,2,0.03,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:14:45.695875+02:00,2026-04-29T08:15:04.526750+02:00,18,0.3,com.apple.mobilephone,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:15:04.542468+02:00,2026-04-29T08:15:14.469973+02:00,9,0.15,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:15:16.568448+02:00,2026-04-29T08:15:24.667614+02:00,8,0.13,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:15:24.667614+02:00,2026-04-29T08:17:19.338170+02:00,114,1.9,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:49:26.769776+02:00,2026-04-29T08:49:33.970453+02:00,7,0.12,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T08:49:33.989409+02:00,2026-04-29T08:49:36.142645+02:00,2,0.03,com.microsoft.Office.Outlook,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:07:02.105489+02:00,2026-04-29T09:07:07.553067+02:00,5,0.08,com.apple.PassbookUIService,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:11:32.959106+02:00,2026-04-29T09:11:57.076430+02:00,24,0.4,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:00.338869+02:00,2026-04-29T09:47:02.663701+02:00,2,0.03,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:04.928522+02:00,2026-04-29T09:47:09.621634+02:00,4,0.07,com.spotify.client,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:09.631015+02:00,2026-04-29T09:47:15.111164+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:15.852354+02:00,2026-04-29T09:47:20.291769+02:00,4,0.07,com.apple.mobilecal,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:22.936398+02:00,2026-04-29T09:47:43.987636+02:00,21,0.35,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:43.987636+02:00,2026-04-29T09:47:45.323817+02:00,1,0.02,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:45.323817+02:00,2026-04-29T09:47:46.917247+02:00,1,0.02,com.spotify.client,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:47:47.900642+02:00,2026-04-29T09:48:25.811121+02:00,37,0.62,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:48:25.811121+02:00,2026-04-29T09:49:04.798062+02:00,38,0.63,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:49:04.798062+02:00,2026-04-29T09:49:10.149049+02:00,5,0.08,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:49:10.149049+02:00,2026-04-29T09:50:52.199788+02:00,102,1.7,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:51:03.848757+02:00,2026-04-29T09:51:10.174279+02:00,6,0.1,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:51:10.174279+02:00,2026-04-29T09:52:00.820618+02:00,50,0.83,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:52:12.071650+02:00,2026-04-29T09:52:51.269829+02:00,39,0.65,com.google.Maps,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:52:51.269829+02:00,2026-04-29T09:52:53.135487+02:00,1,0.02,com.spotify.client,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:52:53.151780+02:00,2026-04-29T09:55:17.345938+02:00,144,2.4,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:55:17.345938+02:00,2026-04-29T09:55:18.609145+02:00,1,0.02,com.spotify.client,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:55:18.609145+02:00,2026-04-29T09:55:20.173555+02:00,1,0.02,com.google.Maps,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:55:20.506427+02:00,2026-04-29T09:55:48.106391+02:00,27,0.45,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:55:48.106391+02:00,2026-04-29T09:55:49.488416+02:00,1,0.02,com.google.Maps,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:55:49.488416+02:00,2026-04-29T09:56:35.213839+02:00,45,0.75,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:56:36.962559+02:00,2026-04-29T09:57:11.768592+02:00,34,0.57,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:57:11.768592+02:00,2026-04-29T09:57:13.379999+02:00,1,0.02,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:57:13.379999+02:00,2026-04-29T09:57:22.301663+02:00,8,0.13,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:57:22.301663+02:00,2026-04-29T09:58:32.491857+02:00,70,1.17,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:58:32.491857+02:00,2026-04-29T09:58:33.457545+02:00,0,0.0,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:58:33.457545+02:00,2026-04-29T09:59:16.502518+02:00,43,0.72,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:59:16.502518+02:00,2026-04-29T09:59:16.934487+02:00,0,0.0,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:59:16.934487+02:00,2026-04-29T09:59:54.835909+02:00,37,0.62,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T09:59:54.835909+02:00,2026-04-29T10:00:00.585498+02:00,5,0.08,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:00:00.585498+02:00,2026-04-29T10:00:23.927262+02:00,23,0.38,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:00:23.927262+02:00,2026-04-29T10:00:25.089022+02:00,1,0.02,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:00:25.089022+02:00,2026-04-29T10:00:49.611400+02:00,24,0.4,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:00:49.611400+02:00,2026-04-29T10:00:50.809820+02:00,1,0.02,com.openai.chat,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:00:50.809820+02:00,2026-04-29T10:01:11.911426+02:00,21,0.35,com.apple.MobileSMS,E8F47AE0-422F-4154-8235-821961ECC767
2026-04-29T10:01:11.911426+02:00,2026-04-29T10:01:15.054071+02:00,3,0.05,com.google.chrome.ios,E8F47AE0-422F-4154-8235-821961ECC767
